timeframe,split,subset,time_slot,mean_abs_ret_bps,n_bars
M5,CONFIRM,ALL,09:50,5.303062135146636,249
M5,CONFIRM,ALL,09:55,5.390652696344012,249
M5,CONFIRM,ALL,10:00,7.830410822020415,249
M5,CONFIRM,ALL,10:05,7.951354130895936,249
M5,CONFIRM,ALL,10:10,7.880657800877795,249
M5,CONFIRM,ALL,10:15,9.106264197338456,249
M5,CONFIRM,ALL,10:20,8.593712957027563,249
M5,CONFIRM,ALL,10:25,7.541217857113672,249
M5,CONFIRM,ALL,10:30,10.613462664109937,249
M5,CONFIRM,ALL,10:35,8.646198398851912,249
M5,CONFIRM,ALL,10:40,8.349130097220037,249
M5,CONFIRM,ALL,10:45,7.514752051682839,249
M5,CONFIRM,ALL,10:50,7.120537101388479,249
M5,CONFIRM,ALL,10:55,6.323738212969109,249
M5,CONFIRM,ALL,11:00,7.5234603662509505,249
M5,CONFIRM,ALL,11:05,6.962625788672595,249
M5,CONFIRM,ALL,11:10,6.704944841233789,249
M5,CONFIRM,ALL,11:15,7.038638005931327,249
M5,CONFIRM,ALL,11:20,6.140024150558981,249
M5,CONFIRM,ALL,11:25,6.904366065031027,249
M5,CONFIRM,ALL,11:30,7.225996733806275,249
M5,CONFIRM,ALL,11:35,6.57372868816975,249
M5,CONFIRM,ALL,11:40,6.328763520578877,249
M5,CONFIRM,ALL,11:45,5.617959962696248,249
M5,CONFIRM,ALL,11:50,6.182903883760916,249
M5,CONFIRM,ALL,11:55,5.48559582865117,249
M5,CONFIRM,ALL,12:00,6.982475313750576,249
M5,CONFIRM,ALL,12:05,5.13755620769351,249
M5,CONFIRM,ALL,12:10,4.957465916597724,249
M5,CONFIRM,ALL,12:15,4.759440631722353,249
M5,CONFIRM,ALL,12:20,4.852571043705436,249
M5,CONFIRM,ALL,12:25,4.595342479126032,249
M5,CONFIRM,ALL,12:30,4.596121416087862,249
M5,CONFIRM,ALL,12:35,4.91875851268923,249
M5,CONFIRM,ALL,12:40,4.403175272486269,249
M5,CONFIRM,ALL,12:45,4.2703551911327375,249
M5,CONFIRM,ALL,12:50,4.155704075242456,249
M5,CONFIRM,ALL,12:55,4.007857687425864,249
M5,CONFIRM,ALL,13:00,4.5435183609347725,249
M5,CONFIRM,ALL,13:05,4.167679902026155,249
M5,CONFIRM,ALL,13:10,3.938360480844984,249
M5,CONFIRM,ALL,13:15,3.863094126853804,249
M5,CONFIRM,ALL,13:20,3.853196846508012,249
M5,CONFIRM,ALL,13:25,4.013884522032912,249
M5,CONFIRM,ALL,13:30,4.194707106408551,249
M5,CONFIRM,ALL,13:35,4.235731786019163,249
M5,CONFIRM,ALL,13:40,3.9783832966143247,249
M5,CONFIRM,ALL,13:45,4.352148985801145,249
M5,CONFIRM,ALL,13:50,4.81870285108213,249
M5,CONFIRM,ALL,13:55,4.255856973581996,249
M5,CONFIRM,ALL,14:00,4.472027701015066,249
M5,CONFIRM,ALL,14:05,4.2723864130571805,249
M5,CONFIRM,ALL,14:10,4.206775796364654,249
M5,CONFIRM,ALL,14:15,4.683636993784884,249
M5,CONFIRM,ALL,14:20,4.735946159215037,249
M5,CONFIRM,ALL,14:25,4.309452379805653,249
M5,CONFIRM,ALL,14:30,4.280373047127089,249
M5,CONFIRM,ALL,14:35,4.172193574478221,249
M5,CONFIRM,ALL,14:40,4.115170308523394,249
M5,CONFIRM,ALL,14:45,3.845957238450585,249
M5,CONFIRM,ALL,14:50,4.499111504092063,249
M5,CONFIRM,ALL,14:55,4.102895374773097,249
M5,CONFIRM,ALL,15:00,4.843596700986732,249
M5,CONFIRM,ALL,15:05,4.470213619430713,249
M5,CONFIRM,ALL,15:10,4.307043184191923,249
M5,CONFIRM,ALL,15:15,4.278356400437427,249
M5,CONFIRM,ALL,15:20,4.403678889919813,249
M5,CONFIRM,ALL,15:25,3.872774417671916,249
M5,CONFIRM,ALL,15:30,4.119005761639052,249
M5,CONFIRM,ALL,15:35,3.9268053447331766,249
M5,CONFIRM,ALL,15:40,4.437771270277141,249
M5,CONFIRM,ALL,15:45,3.890964655616947,249
M5,CONFIRM,ALL,15:50,3.9727209404750097,249
M5,CONFIRM,ALL,15:55,3.7856237589309014,249
M5,CONFIRM,ALL,16:00,4.043302045411106,249
M5,CONFIRM,ALL,16:05,3.6006014725175994,249
M5,CONFIRM,ALL,16:10,4.122454329497825,249
M5,CONFIRM,ALL,16:15,3.461198323746767,249
M5,CONFIRM,ALL,16:20,3.8234841615049358,249
M5,CONFIRM,ALL,16:25,3.3665539186910998,249
M5,CONFIRM,ALL,16:30,4.490076880361855,249
M5,CONFIRM,ALL,16:35,4.118326513570101,249
M5,CONFIRM,ALL,16:40,3.838539464117654,249
M5,CONFIRM,ALL,16:45,3.730401502920758,249
M5,CONFIRM,ALL,16:50,3.9090063148359713,249
M5,CONFIRM,ALL,16:55,3.8275679978303936,249
M5,CONFIRM,ALL,17:00,4.259226761664114,249
M5,CONFIRM,ALL,17:05,3.367881910266815,249
M5,CONFIRM,ALL,17:10,3.384098754170675,249
M5,CONFIRM,ALL,17:15,3.4087464703270243,249
M5,CONFIRM,ALL,17:20,3.2309092468076015,249
M5,CONFIRM,ALL,17:25,3.501512057925381,249
M5,CONFIRM,ALL,17:30,3.440180821347884,249
M5,CONFIRM,ALL,17:35,2.972503221296098,249
M5,CONFIRM,ALL,17:40,2.854514346151486,249
M5,CONFIRM,ALL,17:45,3.0348628344071855,249
M5,CONFIRM,ALL,17:50,3.097543973849303,249
M5,CONFIRM,ALL,17:55,3.161862001041317,249
M5,CONFIRM,ALL,18:00,3.084468513951801,249
M5,CONFIRM,ALL,18:05,2.7255774923457055,249
M5,CONFIRM,ALL,18:10,3.3496876244149143,249
M5,CONFIRM,ALL,18:15,3.6367092581309977,249
M5,CONFIRM,ALL,18:20,5.525756541556327,249
M5,CONFIRM,EDT,09:05,9.377528618355443,167
M5,CONFIRM,EDT,09:10,6.56836507960264,167
M5,CONFIRM,EDT,09:15,6.325802939768572,167
M5,CONFIRM,EDT,09:20,6.230777683103014,167
M5,CONFIRM,EDT,09:25,5.100490955023832,167
M5,CONFIRM,EDT,09:30,10.296683667252694,167
M5,CONFIRM,EDT,09:35,5.600252084146979,167
M5,CONFIRM,EDT,09:40,5.701049307863579,167
M5,CONFIRM,EDT,09:45,5.475689128958829,167
M5,CONFIRM,EDT,09:50,5.451456631048306,167
M5,CONFIRM,EDT,09:55,5.432578515209395,167
M5,CONFIRM,EDT,10:00,7.847452797359242,167
M5,CONFIRM,EDT,10:05,7.822502990219765,167
M5,CONFIRM,EDT,10:10,8.079881334116012,167
M5,CONFIRM,EDT,10:15,9.415134161001513,167
M5,CONFIRM,EDT,10:20,8.876437349357824,167
M5,CONFIRM,EDT,10:25,7.877933319226228,167
M5,CONFIRM,EDT,10:30,10.79280988445592,167
M5,CONFIRM,EDT,10:35,8.892101263849227,167
M5,CONFIRM,EDT,10:40,8.613160984232767,167
M5,CONFIRM,EDT,10:45,7.865315942531471,167
M5,CONFIRM,EDT,10:50,7.403568239078862,167
M5,CONFIRM,EDT,10:55,6.405649136303765,167
M5,CONFIRM,EDT,11:00,7.537092829937271,167
M5,CONFIRM,EDT,11:05,7.1701033888571715,167
M5,CONFIRM,EDT,11:10,6.649086414401864,167
M5,CONFIRM,EDT,11:15,6.892303773823194,167
M5,CONFIRM,EDT,11:20,6.197447027801423,167
M5,CONFIRM,EDT,11:25,6.63106819313391,167
M5,CONFIRM,EDT,11:30,6.063454126686832,167
M5,CONFIRM,EDT,11:35,5.891450157795256,167
M5,CONFIRM,EDT,11:40,5.753124081125785,167
M5,CONFIRM,EDT,11:45,5.315824250538589,167
M5,CONFIRM,EDT,11:50,5.673206516681293,167
M5,CONFIRM,EDT,11:55,5.472999847836107,167
M5,CONFIRM,EDT,12:00,5.348535197015291,167
M5,CONFIRM,EDT,12:05,4.683174063327793,167
M5,CONFIRM,EDT,12:10,4.621695394108187,167
M5,CONFIRM,EDT,12:15,4.535514886984428,167
M5,CONFIRM,EDT,12:20,4.646076979431079,167
M5,CONFIRM,EDT,12:25,4.193265781909828,167
M5,CONFIRM,EDT,12:30,4.4070453907589,167
M5,CONFIRM,EDT,12:35,4.424037255354242,167
M5,CONFIRM,EDT,12:40,3.9175007286400834,167
M5,CONFIRM,EDT,12:45,3.883265144264815,167
M5,CONFIRM,EDT,12:50,3.961718733881802,167
M5,CONFIRM,EDT,12:55,3.753333085922728,167
M5,CONFIRM,EDT,13:00,4.12294885624354,167
M5,CONFIRM,EDT,13:05,3.968377832237236,167
M5,CONFIRM,EDT,13:10,3.8876953449505507,167
M5,CONFIRM,EDT,13:15,3.7017063843853557,167
M5,CONFIRM,EDT,13:20,3.582692278725241,167
M5,CONFIRM,EDT,13:25,3.757029618816323,167
M5,CONFIRM,EDT,13:30,3.8530613340655337,167
M5,CONFIRM,EDT,13:35,3.912723337477547,167
M5,CONFIRM,EDT,13:40,3.7744248947675083,167
M5,CONFIRM,EDT,13:45,3.8437059346472067,167
M5,CONFIRM,EDT,13:50,4.614738038414977,167
M5,CONFIRM,EDT,13:55,4.171756343012191,167
M5,CONFIRM,EDT,14:00,4.6095137495319145,167
M5,CONFIRM,EDT,14:05,4.244628994387926,167
M5,CONFIRM,EDT,14:10,4.2814785099607215,167
M5,CONFIRM,EDT,14:15,4.671665319358585,167
M5,CONFIRM,EDT,14:20,4.8323776555054145,167
M5,CONFIRM,EDT,14:25,4.438846483770279,167
M5,CONFIRM,EDT,14:30,4.459297251826397,167
M5,CONFIRM,EDT,14:35,4.039621821923194,167
M5,CONFIRM,EDT,14:40,3.7498035772664884,167
M5,CONFIRM,EDT,14:45,3.465510039237931,167
M5,CONFIRM,EDT,14:50,4.244756301150616,167
M5,CONFIRM,EDT,14:55,3.7893252219301354,167
M5,CONFIRM,EDT,15:00,4.513953641538034,167
M5,CONFIRM,EDT,15:05,4.559710938726918,167
M5,CONFIRM,EDT,15:10,4.314075542502127,167
M5,CONFIRM,EDT,15:15,4.291612178155546,167
M5,CONFIRM,EDT,15:20,3.9065635118615054,167
M5,CONFIRM,EDT,15:25,3.8034796977977123,167
M5,CONFIRM,EDT,15:30,4.1580929706812615,167
M5,CONFIRM,EDT,15:35,3.948314722805201,167
M5,CONFIRM,EDT,15:40,4.458682190580737,167
M5,CONFIRM,EDT,15:45,3.921911008109971,167
M5,CONFIRM,EDT,15:50,3.771028263107687,167
M5,CONFIRM,EDT,15:55,3.6008308509289986,167
M5,CONFIRM,EDT,16:00,3.914017084544875,167
M5,CONFIRM,EDT,16:05,3.2735383249490395,167
M5,CONFIRM,EDT,16:10,3.8601878006006474,167
M5,CONFIRM,EDT,16:15,3.3246761771311584,167
M5,CONFIRM,EDT,16:20,3.637268907974192,167
M5,CONFIRM,EDT,16:25,3.088767370968412,167
M5,CONFIRM,EDT,16:30,3.6544718551218023,167
M5,CONFIRM,EDT,16:35,3.6258916053347074,167
M5,CONFIRM,EDT,16:40,3.3462470834667064,167
M5,CONFIRM,EDT,16:45,3.2311913887608674,167
M5,CONFIRM,EDT,16:50,3.74556887551357,167
M5,CONFIRM,EDT,16:55,3.804024431770638,167
M5,CONFIRM,EDT,17:00,3.926674051515579,167
M5,CONFIRM,EDT,17:05,3.1580179649659468,167
M5,CONFIRM,EDT,17:10,3.2332905467816744,167
M5,CONFIRM,EDT,17:15,3.025266334671808,167
M5,CONFIRM,EDT,17:20,2.440060021297912,167
M5,CONFIRM,EDT,17:25,2.871236617516989,167
M5,CONFIRM,EDT,17:30,2.7496773727283816,167
M5,CONFIRM,EDT,17:35,2.1015946084593313,167
M5,CONFIRM,EDT,17:40,2.188138399499446,167
M5,CONFIRM,EDT,17:45,2.2904501603434477,167
M5,CONFIRM,EDT,17:50,2.2675625276925127,167
M5,CONFIRM,EDT,17:55,2.3304516030758884,167
M5,CONFIRM,EDT,18:00,2.199097737857449,167
M5,CONFIRM,EDT,18:05,2.0338498662982283,167
M5,CONFIRM,EDT,18:10,2.8784418112481753,167
M5,CONFIRM,EDT,18:15,2.9869726007204185,167
M5,CONFIRM,EDT,18:20,5.062219347751049,167
M5,CONFIRM,EST,09:05,7.489447479567704,82
M5,CONFIRM,EST,09:10,7.854632471441694,82
M5,CONFIRM,EST,09:15,6.189005907558408,82
M5,CONFIRM,EST,09:20,5.513573317774988,82
M5,CONFIRM,EST,09:25,5.277252122143509,82
M5,CONFIRM,EST,09:30,4.805890744299921,82
M5,CONFIRM,EST,09:35,5.064613414067281,82
M5,CONFIRM,EST,09:40,5.2309814307933395,82
M5,CONFIRM,EST,09:45,4.245227091886201,82
M5,CONFIRM,EST,09:50,5.000844076420065,82
M5,CONFIRM,EST,09:55,5.305267187191344,82
M5,CONFIRM,EST,10:00,7.795703384440117,82
M5,CONFIRM,EST,10:05,8.213770478370579,82
M5,CONFIRM,EST,10:10,7.474922068551185,82
M5,CONFIRM,EST,10:15,8.477224149390526,82
M5,CONFIRM,EST,10:20,8.017920597037882,82
M5,CONFIRM,EST,10:25,6.8554680745185905,82
M5,CONFIRM,EST,10:30,10.248206739746777,82
M5,CONFIRM,EST,10:35,8.145396222576888,82
M5,CONFIRM,EST,10:40,7.81140865659655,82
M5,CONFIRM,EST,10:45,6.800798761783793,82
M5,CONFIRM,EST,10:50,6.544120028287331,82
M5,CONFIRM,EST,10:55,6.156919625202188,82
M5,CONFIRM,EST,11:00,7.4956966902068585,82
M5,CONFIRM,EST,11:05,6.5400799443942494,82
M5,CONFIRM,EST,11:10,6.818705295879295,82
M5,CONFIRM,EST,11:15,7.33666016156618,82
M5,CONFIRM,EST,11:20,6.023077559101811,82
M5,CONFIRM,EST,11:25,7.460960511455644,82
M5,CONFIRM,EST,11:30,9.593613994647093,82
M5,CONFIRM,EST,11:35,7.963247158566585,82
M5,CONFIRM,EST,11:40,7.501102378977248,82
M5,CONFIRM,EST,11:45,6.233285132578308,82
M5,CONFIRM,EST,11:50,7.2209460825694185,82
M5,CONFIRM,EST,11:55,5.511248618847699,82
M5,CONFIRM,EST,12:00,10.310133844174878,82
M5,CONFIRM,EST,12:05,6.062944233413936,82
M5,CONFIRM,EST,12:10,5.641291248984953,82
M5,CONFIRM,EST,12:15,5.215484526493492,82
M5,CONFIRM,EST,12:20,5.273113833142237,82
M5,CONFIRM,EST,12:25,5.414205996627325,82
M5,CONFIRM,EST,12:30,4.981190882306601,82
M5,CONFIRM,EST,12:35,5.9263005855543875,82
M5,CONFIRM,EST,12:40,5.392292941051063,82
M5,CONFIRM,EST,12:45,5.0586971158515555,82
M5,CONFIRM,EST,12:50,4.55077178264769,82
M5,CONFIRM,EST,12:55,4.526218766096886,82
M5,CONFIRM,EST,13:00,5.400044059513258,82
M5,CONFIRM,EST,13:05,4.573575580742613,82
M5,CONFIRM,EST,13:10,4.0415443551665735,82
M5,CONFIRM,EST,13:15,4.191774041393205,82
M5,CONFIRM,EST,13:20,4.404102490650973,82
M5,CONFIRM,EST,13:25,4.536991459071575,82
M5,CONFIRM,EST,13:30,4.8904978866681095,82
M5,CONFIRM,EST,13:35,4.893566065366113,82
M5,CONFIRM,EST,13:40,4.39376199305845,82
M5,CONFIRM,EST,13:45,5.38763666315124,82
M5,CONFIRM,EST,13:50,5.2340946037091385,82
M5,CONFIRM,EST,13:55,4.427135087059525,82
M5,CONFIRM,EST,14:00,4.192025626596607,82
M5,CONFIRM,EST,14:05,4.328916765712857,82
M5,CONFIRM,EST,14:10,4.054637343065345,82
M5,CONFIRM,EST,14:15,4.708018330726248,82
M5,CONFIRM,EST,14:20,4.5395551850626825,82
M5,CONFIRM,EST,14:25,4.045930241243548,82
M5,CONFIRM,EST,14:30,3.915978630239473,82
M5,CONFIRM,EST,14:35,4.442187265657361,82
M5,CONFIRM,EST,14:40,4.859270846570996,82
M5,CONFIRM,EST,14:45,4.620770436847087,82
M5,CONFIRM,EST,14:50,5.017127588131354,82
M5,CONFIRM,EST,14:55,4.741507759221569,82
M5,CONFIRM,EST,15:00,5.514942931815176,82
M5,CONFIRM,EST,15:05,4.287944688668931,82
M5,CONFIRM,EST,15:10,4.292721186169924,82
M5,CONFIRM,EST,15:15,4.251359877523697,82
M5,CONFIRM,EST,15:20,5.41609679401417,82
M5,CONFIRM,EST,15:25,4.013899030098647,82
M5,CONFIRM,EST,15:30,4.039401323711624,82
M5,CONFIRM,EST,15:35,3.882999660123079,82
M5,CONFIRM,EST,15:40,4.395184396000303,82
M5,CONFIRM,EST,15:45,3.8279397670031057,82
M5,CONFIRM,EST,15:50,4.383485295601143,82
M5,CONFIRM,EST,15:55,4.1619702910811185,82
M5,CONFIRM,EST,16:00,4.306601904736234,82
M5,CONFIRM,EST,16:05,4.266693492565763,82
M5,CONFIRM,EST,16:10,4.656582504203053,82
M5,CONFIRM,EST,16:15,3.7392373296590433,82
M5,CONFIRM,EST,16:20,4.2027274217443775,82
M5,CONFIRM,EST,16:25,3.9322899366141355,82
M5,CONFIRM,EST,16:30,6.1918578463995235,82
M5,CONFIRM,EST,16:35,5.1212122413177905,82
M5,CONFIRM,EST,16:40,4.841134922272631,82
M5,CONFIRM,EST,16:45,4.747085515904926,82
M5,CONFIRM,EST,16:50,4.241860611992569,82
M5,CONFIRM,EST,16:55,3.875516479927701,82
M5,CONFIRM,EST,17:00,4.936498744527593,82
M5,CONFIRM,EST,17:05,3.795287750086876,82
M5,CONFIRM,EST,17:10,3.691232542389737,82
M5,CONFIRM,EST,17:15,4.189736502698014,82
M5,CONFIRM,EST,17:20,4.841541206077333,82
M5,CONFIRM,EST,17:25,4.785121796318081,82
M5,CONFIRM,EST,17:30,4.846450039877848,82
M5,CONFIRM,EST,17:35,4.7461829571953675,82
M5,CONFIRM,EST,17:40,4.211645847259908,82
M5,CONFIRM,EST,17:45,4.550922792561383,82
M5,CONFIRM,EST,17:50,4.787872041022278,82
M5,CONFIRM,EST,17:55,4.8551002505562755,82
M5,CONFIRM,EST,18:00,4.887601679900054,82
M5,CONFIRM,EST,18:05,4.13433985271069,82
M5,CONFIRM,EST,18:10,4.309419951230102,82
M5,CONFIRM,EST,18:15,4.9599534262720555,82
M5,CONFIRM,EST,18:20,6.469789606989025,82
